30,30
26,26
30,30
30,30
30,30
30,30
30,30
30,30
29,30
30,30
30,30
29,29
30,30
30,30
30,30
30,30
30,30
30,30
30,30
25,27
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
21,21
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
23,25
30,30
26,27
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
19,21
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
20,21
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
25,25
