60,60
60,60
55,54
60,60
60,60
60,60
60,60
60,60
60,60
52,48
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
57,60
50,42
60,60
50,39
60,60
55,51
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
54,51
60,60
40,30
60,60
58,57
60,60
60,60
60,60
60,60
59,60
60,60
44,33
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
52,45
57,55
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
54,49
60,60
55,54
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
